interaction_key,condition,relationship_raw,relationship,canonical_r,null_z,null_mean,null_std,T,D_features,cca_a_std,cca_b_std,cca_a_max_abs,cca_b_max_abs
V00_S0731_I00000377,naturalistic,stranger,stranger,0.9447562432894987,8.901939803084668,0.004722280422312146,0.10559877775644466,1366,31,0.5369918353584665,1.0054586005311619,4.697678599759215,8.654357366600903
V00_S0731_I00000477,naturalistic,stranger,stranger,0.5714529465406255,7.904945823987683,0.005984535732717641,0.07153349604142574,3293,31,0.6073159449781289,0.4604716911175213,3.0781567701390826,2.599047629934156
V00_S0731_I00000478,naturalistic,stranger,stranger,0.5691678056426734,7.518440159778583,0.005740746496913239,0.0749393553944776,3369,31,0.8574394337242528,0.5849154360615586,7.997361457291426,3.767941082444383
V00_S0731_I00000481,naturalistic,stranger,stranger,0.9568118429989417,12.520112920938974,-0.00436015070084416,0.07677023360486597,1553,31,0.7446415410393703,1.2166247447663134,9.48061578301695,16.893657553191908
V00_S0731_I00000482,naturalistic,stranger,stranger,0.5950126202621535,8.634878955940934,-0.0021039858871875665,0.06915170544903994,3316,31,0.8721494972123393,0.635979246612945,5.4132081253641005,3.3739765516530307
V00_S0731_I00000483,naturalistic,stranger,stranger,0.4890021209864855,9.04866528721568,0.003455358772956702,0.05365948974812107,5092,31,0.5516187967949177,0.6781522055993235,2.3659339643087947,5.866509541154069
V00_S0731_I00000486,naturalistic,stranger,stranger,0.45831426106089856,8.490003019936118,-0.004670245117515492,0.054532902413725846,6942,31,1.1044186743875763,0.7576215756621287,11.245844162138878,6.625360534092959
V00_S0731_I00000487,naturalistic,stranger,stranger,0.6246878541068074,8.518589303155894,0.0034509329498446178,0.07292720649495477,3227,31,0.6938428081190819,0.8184634006525198,3.588868871340433,3.858597209690076
V00_S0731_I00000489,naturalistic,stranger,stranger,0.6110290994457683,8.039486254955749,-0.003762400434443829,0.07647149088677634,3054,31,0.6624581972219867,0.4722358411485246,7.433995708519341,5.410891615227456
V00_S0731_I00000495,naturalistic,stranger,stranger,0.5471174355153383,9.021614856043096,0.002591745792643459,0.06035789583257884,3759,31,0.5998637556721419,0.8157614427121705,4.71067531962037,12.14220456769869
V00_S0731_I00000510,naturalistic,stranger,stranger,0.6857053730020664,8.889717441020746,0.003624223669340586,0.07672697741610188,2328,31,0.4631949053885992,0.5585618831365988,3.241361116990945,3.6737265473652783
V00_S0731_I00000520,naturalistic,stranger,stranger,0.6848147872076823,9.521427292536446,0.011670992812413523,0.07069778235064877,2643,31,0.5975006764212343,0.9382321764060628,5.881774771718036,8.105620236665732
V00_S0825_I00000125,naturalistic,familiar,familiar,0.41020685614378005,5.374329887161734,0.00790557041522098,0.07485608330251207,5640,31,0.7265604513935233,0.5618338902251591,3.6910507716197754,3.3504387953059345
V00_S0825_I00000126,naturalistic,familiar,familiar,0.5321018512346657,9.357044769133287,0.0015940506763968902,0.05669608446336504,5938,31,0.7615276959608746,0.41189846484631504,14.532681614085128,4.543551438382489
V00_S0825_I00000128,naturalistic,familiar,familiar,0.6398459813359004,8.499459931118528,0.0021232235917246316,0.07503097407510827,2999,31,0.9544250849621961,0.3849392579629309,7.861096803681999,2.99312644558719
